cnpj,uf,municipio,razao_social,nome_fantasia,porte,cnae_fiscal_descricao,data_inicio_atividade
5961536000197,MT,NOVA MUTUM,R C COMERCIO DE COMBUSTIVEIS LTDA,POSTO BEM BRASIL I,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-10-06
14218852000164,MT,SINOP,POUSADA CANCIONEIRO LTDA,HOTEL CANCIONEIRO,MICRO EMPRESA,Hotéis,2011-08-16
13672254000106,MT,NOSSA SENHORA DO LIVRAMENTO,VEM COMERCIO DE COMBUSTIVEIS LTDA,POSTO VEM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-05-12
17711568000113,MT,VARZEA GRANDE,JORGE MENDES DE ARRUDA 45194149115,JM SEGURANCA ELETRONICA,MICRO EMPRESA,Instalação e manutenção elétrica,2013-03-08
39426427000191,MT,CUIABA,ODIL DA MATA OLIVEIRA 17819555149,PRONTO SOCORRO DA ELETRICIDADE VIP,MICRO EMPRESA,Instalação e manutenção elétrica,2020-10-14
33855749000250,MT,RIBEIRAO CASCALHEIRA,VALE DA SERRA COMBUSTIVEIS LTDA.,AUTO POSTO VALE DA SERRA RIBEIRAO CASCALHEIRA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-06-24
9424309000183,MT,GENERAL CARNEIRO,AUTO POSTO BACABA LTDA,AUTO POSTO BACABA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2008-03-14
1765080000139,MT,NOVA XAVANTINA,AUTO POSTO BOMTEMPO LTDA,AUTO POSTO BOMTEMPO I,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-06-08
6041567000192,MT,AGUA BOA,ELIANE MARIA CASSIANO & CIA LTDA,PLAZA HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,2003-12-05
32949042000160,MT,GENERAL CARNEIRO,J MARTINS DE ALMEIDA,AUTO POSTO CASAGRANDE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1989-03-22
18148531000191,MT,SANTO ANTONIO DO LEVERGER,COMERCIO DE COMBUSTIVEIS CARMELITANO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2013-05-14
8770474000124,MT,VARZEA GRANDE,CONCORDIA COMERCIO DE COMBUSTIVEIS EIRELI,POSTO CONCORDIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-04-18
10227415000156,MT,CAMPO VERDE,COMERCIO DE COMBUSTIVEIS ITALLIAN LTDA,POSTO ITALLIAN,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2008-07-28
3824761000156,GO,ARAGARCAS,POUSADA DO SOL LTDA,POUSADA DO SOL,MICRO EMPRESA,Hotéis,2000-05-02
1304252000258,MT,RIBEIRAO CASCALHEIRA,QUEIROZ PARREIRA & CIA LTDA,AUTO POSTO SENTINELA II,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-08-05
8769661000198,MT,CUIABA,RAPHAEL ONOFRE CASTANHO DA SILVA EIRELI,ROC LOCADORA E SERVICOS,MICRO EMPRESA,Locação de automóveis sem condutor,2007-03-15
2335535000149,MT,LUCAS DO RIO VERDE,TICO-TICO POSTO DE SERVICOS LTDA,TICO-TICO POSTO DE SERVICOS LTDA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-01-08
15368944000193,MT,MATUPA,A. L. SEVERINO HOTEL,AVENIDA HOTEL,MICRO EMPRESA,Hotéis,2012-04-16
1614052000110,MT,ITAUBA,AUTO POSTO NORTAO ITAUBA LTDA,AUTO POSTO BOTA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-01-02
8541954000113,MT,LUCAS DO RIO VERDE,AUTO POSTO TIBIRISSA III LTDA,AUTO POSTO TIBIRISSA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2006-12-22
36985431000100,MT,NOVA MUTUM,BRAVO CITY HOTEL NOVA MUTUM LTDA,BRAVO HOTEL NOVA MUTUM,MICRO EMPRESA,Hotéis,2020-04-22
4695497000160,MT,SINOP,C MITIKO SACUNO,POSTO AEROPORTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-09-28
9001879002961,MT,VARZEA GRANDE,COMERCIAL AMAZONIA DE PETROLEO LTDA,AMAZONIA 25,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-10-01
4050579000158,MT,SINOP,FEMAG HOTEIS EIRELI,,EMPRESA DE PEQUENO PORTE,Hotéis,2000-09-18
20131189000169,MT,CUIABA,L. P. MARQUIS COSTA EIRELI,PANELA VELHA,MICRO EMPRESA,Restaurantes e similares,2014-04-14
23836459000125,MT,TERRA NOVA DO NORTE,PAVAN & REINA LTDA,AUTO POSTO CIDADE,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2015-12-10
2823845000102,MT,CUIABA,BOSQUE DA SAUDE COMERCIO DE COMBUSTIVEIS LTDA,POSTO ESTACAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-08-18
7575651000159,RJ,RIO DE JANEIRO,GOL LINHAS AEREAS S.A.,,DEMAIS,Transporte aéreo de passageiros regular,2005-08-31
32576546000181,MT,VARZEA GRANDE,F. V. GRAFICA E IMPRESSAO DIGITAL EIRELI,GRAFIX GRAFICA E IMPRESSAO DIGITAL,MICRO EMPRESA,Impressão de material para uso publicitário,2019-01-28
9001879001485,MT,CUIABA,COMERCIAL AMAZONIA DE PETROLEO LTDA,AMAZONIA 06,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-02-07
9176226000708,MT,TERRA NOVA DO NORTE,G3 COMERCIO DE DERIVADOS DE PETROLEO EIRELI,G3,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-10-15
73967044000169,MT,LUCAS DO RIO VERDE,MARTINELLO & BOMBONATTO LTDA,FLORENCA PALACE HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,1993-12-28
31141819000100,MT,SINOP,RODOBRAS COMBUSTIVEIS LTDA,POSTO RODOBRAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-08-07
28131125000170,MT,VARZEA GRANDE,HERMESON FRANCISCO DA SILVA 99862140178,SALATIEL CONFEITARIA,MICRO EMPRESA,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,2017-07-07
32255216000194,MT,RONDONOPOLIS,AMD COMERCIO VAREJO DE COMBUSTIVEIS LTDA,AUTO POSTO MEDICE,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2018-12-14
10989905000190,MT,SAPEZAL,PELEGRINI & PELEGRINI LTDA,PELEGRINI PALACE HOTEL,MICRO EMPRESA,Hotéis,2009-07-27
14764890000112,MT,CAMPOS DE JULIO,PELEGRINI HOTEL LTDA,PELEGRINI HOTEL,MICRO EMPRESA,Hotéis,2011-12-14
4284965000104,MT,RONDONOPOLIS,S. H. HOTEL E RESTAURANTE LTDA,S. H. HOTEL E RESTAURANTE,EMPRESA DE PEQUENO PORTE,Hotéis,2001-02-06
22446674000157,MT,CUIABA,COMERCIAL DE ALIMENTOS ALMEIDA DE CAMPOS EIRELI,SUPERMERCADO ALIANCA,EMPRESA DE PEQUENO PORTE,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2015-05-12
11189795000144,DF,BRASILIA,ESPLANADA BRASILIA HOTEL LTDA,ESPLANADA BRASILIA HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,2009-10-01
3840859000105,MT,LAMBARI D'OESTE,ESIDIO VITORAZZI,HOTEL E RESTAURANTE MATAILA,MICRO EMPRESA,Hotéis,2000-05-19
2412522000126,MT,SORRISO,BRESCANSIN & BRESCANSIN LTDA,SMILE AUTO POSTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-11-03
73205809000123,RJ,RIO DE JANEIRO,NOTA BENE COMUNICACOES EIRELI,,MICRO EMPRESA,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",1993-07-20
23423883000148,RJ,RIO DE JANEIRO,C DELL AMORE DUNNINGHAM RODRIGUES SERVICOS DE COMUNICACAO,NUMERO 7 MARKETING E PROPAGANDA,MICRO EMPRESA,Agências de publicidade,2015-10-06
33381286002367,RJ,RIO DE JANEIRO,SUPER MERCADO ZONA SUL S A,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",1994-04-18
42498733000148,RJ,RIO DE JANEIRO,MUNICIPIO DE RIO DE JANEIRO,RIO DE JANEIRO GABINETE DO PREFEITO,DEMAIS,Administração pública em geral,1975-07-30
19335758000290,RJ,RIO DE JANEIRO,PARRILLA RIO BAR E RESTAURANTE LTDA,,DEMAIS,Restaurantes e similares,2015-11-30
5423963013361,RJ,RIO DE JANEIRO,OI MOVEL S.A. - EM RECUPERACAO JUDICIAL,OI,DEMAIS,Telefonia móvel celular,2009-11-24
33304981000624,RJ,RIO DE JANEIRO,SUPERMERCADOS MUNDIAL LTDA,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",1973-03-02
4437534029708,RJ,RIO DE JANEIRO,UNIDAS S.A.,UNIDAS RENT A CAR,DEMAIS,Locação de automóveis sem condutor,2020-06-30
20736896000189,DF,BRASILIA,SAO BARTOLOMEU RESTAURANTE LTDA,MARCELO PETRARCA RESTAURANTE,DEMAIS,Restaurantes e similares,2014-07-29
26669170000157,MG,BELO HORIZONTE,123 VIAGENS E TURISMO LTDA.,,DEMAIS,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",2016-12-06
16458508000178,RJ,DUQUE DE CAXIAS,AUTO POSTO SUBIDA DA SERRA LTDA,POSTO IMPERIAL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-07-13
40085619000160,DF,BRASILIA,MANOELZINHO PORTUGA LTDA,MANOELZINHO PORTUGA,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2020-12-11
3752681000132,RJ,TRES RIOS,POSTO IPIRANGAO DE TRES RIOS LTDA,POSTO IPIRANGAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-04-11
29281649000100,RJ,ARMACAO DOS BUZIOS,SBP COMERCIO REPRESENTACAO E DISTRIBUICAO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1985-02-07
6058004000298,RJ,ARMACAO DOS BUZIOS,VATOA HOTELS LTDA,POUSADA CORSARIO BUZIOS,DEMAIS,Hotéis,2006-08-31
7457180000184,SP,SAO PAULO,SINO PRODUCOES LTDA,SINO SOLUCAO EM INFORMACOES,MICRO EMPRESA,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2005-06-14
2098872000160,RJ,SAO GONCALO,AUTO POSTO ARRASTAO LTDA,ARRASTAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1997-09-12
29841970000100,RJ,SAO GONCALO,AUTO POSTO ARSENAL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1978-02-22
16591803000106,RJ,SAO GONCALO,AUTO POSTO BARRETAO EIRELI,AUTO POSTO BARRETAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-07-27
28284974000163,RJ,BOM JESUS DO ITABAPOANA,AUTO POSTO DINIS LTDA.,AUTO POSTO DINIS,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1983-06-20
72568769000111,RJ,ENGENHEIRO PAULO DE FRONTIN,AUTO POSTO ITACORUMBA LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1993-08-03
31130537001171,RJ,ITABORAI,CASA DO ALEMAO INDUSTRIA E COMERCIO DE LANCHES LTDA,CASA DO ALEMAO,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares",2011-05-11
1351380000171,RJ,RIO DE JANEIRO,COMBUSTIVEIS LOBINHO LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1996-07-19
25129526000105,RJ,CAMPOS DOS GOYTACAZES,EL SUCOS & SANDUICHES LTDA,,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",2016-07-04
28932317000185,RJ,CAMPOS DOS GOYTACAZES,PALACE HOTEL LTDA,,EMPRESA DE PEQUENO PORTE,Hotéis,1966-08-18
15822415000118,RJ,PORTO REAL,HOTEL PLAZA PORTO REAL EIRELI,HOTEL PLAZA PORTO REAL,MICRO EMPRESA,Hotéis,2012-06-06
16505565000160,RJ,BOM JESUS DO ITABAPOANA,PAULA GENEROZO ESCUDINI POUSADA,POUSADA SITIO DO PC,MICRO EMPRESA,Outros alojamentos não especificados anteriormente,2012-07-17
3734859000112,RJ,SANTO ANTONIO DE PADUA,POSTO UNIAO PADUA LTDA,POSTO UNIAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-03-20
9547694000156,RJ,MARICA,REDE OSORIO'S DE MARICA COMERCIO DE GAS NATURAL COMPRIMIDO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-04-10
3107394000170,RJ,RIO DE JANEIRO,RESTAURANTE ALENTEJANO LIMITADA,,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1999-04-20
8571053000255,RJ,RIO DE JANEIRO,SAO SEBASTIAO DO RIO DE JANEIRO ADMINISTRACAO DE RESTAURANTES S/A,,DEMAIS,Restaurantes e similares,2007-07-02
42367292000145,RJ,RIO DE JANEIRO,COPIADORA LEBLON LTDA - EM RECUPERACAO JUDICIAL,,EMPRESA DE PEQUENO PORTE,Fotocópias,1974-08-07
19103468000130,RJ,RIO DE JANEIRO,RODRIGUES & FERNANDES ADVOGADOS ASSOCIADOS,,DEMAIS,Serviços advocatícios,2013-07-31
42254086000129,RJ,RIO DE JANEIRO,AUTO POSTO CRISTIANE LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-01-29
29667436000110,DF,BRASILIA,KAWA RESTAURANTE LTDA,KAWA,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2018-02-09
62413877003268,DF,BRASILIA,MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA.,MELIA BRASIL 21,DEMAIS,Apart-hotéis,2003-01-24
4437534019400,SP,SOROCABA,UNIDAS S.A.,,DEMAIS,Locação de automóveis sem condutor,2019-11-08
27688239000152,DF,BRASILIA,ZRC COMERCIO DE ALIMENTOS EIRELI,,MICRO EMPRESA,Restaurantes e similares,2017-05-09
43283811002799,RJ,RIO DE JANEIRO,KALUNGA SA,,DEMAIS,Comércio atacadista de artigos de escritório e de papelaria,2002-05-14
13232752000120,RJ,RIO DE JANEIRO,NOVA ORIGINAL COMERCIO DE MATERIAL DE ESCRITORIO E BAZAR LTDA,,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,2011-02-02
28882025000185,RJ,CACHOEIRAS DE MACACU,COMERCIAL MONICA LTDA,POSTO SANTA MONICA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1968-05-10
469171000326,DF,BRASILIA,HOTEL PHENICIA LTDA,GRAND BITTAR HOTEL,DEMAIS,Hotéis,2000-09-18
4437534014786,SP,SAO PAULO,UNIDAS S.A.,,DEMAIS,Locação de automóveis sem condutor,2019-10-17
25449236000130,RJ,RIO DE JANEIRO,ANDRE CARREIRA DESIGN LTDA,,MICRO EMPRESA,"Atividades de produção de fotografias, exceto aérea e submarina",2016-08-08
8638802000133,RJ,RIO DE JANEIRO,AUTO POSTO DE ABASTECIMENTO ESTRELA DO OCEANO LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2007-02-01
5217384000546,DF,BRASILIA,H PLUS ADMINISTRACAO E HOTELARIA LTDA,HOTEL CULLINAN,DEMAIS,Apart-hotéis,2012-07-09
23932207000108,SP,SAO PAULO,DATAPEDIA TECNOLOGIA E SERVICOS LTDA,,EMPRESA DE PEQUENO PORTE,Consultoria em tecnologia da informação,2016-01-08
20388767000147,SC,FLORIANOPOLIS,CLAUDIA CREPALDI 89070593904,CLA0608,MICRO EMPRESA,Edição de revistas,2014-06-04
2779787000167,RJ,RIO DE JANEIRO,AUTO CENTER GALINA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-10-06
3671239000181,RJ,SAO GONCALO,AUTO POSTO KM 10 LTDA,POSTO KM 10,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-01-31
8796076000349,DF,BRASILIA,BRASIL 21 EVENTOS E HOTELARIA LTDA,BRASIL 21 SUITES,DEMAIS,Apart-hotéis,2011-09-15
8796076000268,DF,BRASILIA,BRASIL 21 EVENTOS E HOTELARIA LTDA,BRASIL 21 CONVENTION SUITES,DEMAIS,Apart-hotéis,2011-09-15
33277484000170,RJ,RIO DE JANEIRO,POSTO DE GASOLINA QUATRO ESTRELAS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1970-08-05
20970646000109,MG,BELO HORIZONTE,CONDOMINIO DO EDIFICIO MIRAFIORI,,DEMAIS,Condomínios prediais,1985-06-24
45543915020379,DF,BRASILIA,CARREFOUR COMERCIO E INDUSTRIA LTDA,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2001-02-22
1556110000105,MG,BELO HORIZONTE,DROGARIA DECAM LTDA,,EMPRESA DE PEQUENO PORTE,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",1996-11-26
10469072000136,PR,CURITIBA,GP SISTEMAS E SERVICOS LTDA,GESTOR POLITICO DE SISTEMAS,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,2008-10-27
20944580000182,MG,BELO HORIZONTE,MARCELO DE OLIVEIRA RIBEIRO LTDA,MRIBEIRO INFORMATICA,EMPRESA DE PEQUENO PORTE,Comércio varejista especializado de equipamentos e suprimentos de informática,2014-09-01
34028316024800,MG,BELO HORIZONTE,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC PRESIDENTE JUSCELINO KUBITSCHEK,DEMAIS,Atividades do Correio Nacional,1983-07-21
33157586000151,MG,MONTES CLAROS,RENALD GIOVANNI RIBEIRO LIMA OLIVEIRA 80217524672,GR COMUNICACOES,MICRO EMPRESA,Edição de jornais diários,2019-03-27
13555994000669,SP,BARUERI,FM IMPRESSOS PERSONALIZADOS LTDA.,,DEMAIS,Impressão de material para uso publicitário,2018-11-27
4904600000135,MG,MONTES CLAROS,GRAF NORTE MONTES CLAROS EDITORA E GRAFICA LTDA,JORNAL GAZETA NORTE MINEIRA,EMPRESA DE PEQUENO PORTE,Impressão de jornais,2002-02-20
31140322000160,MG,MONTES CLAROS,GRAFIMOC ARTES GRAFICAS LTDA,JORNAL DE NOTICIAS,MICRO EMPRESA,Edição integrada à impressão de jornais diários,2018-08-07
45543915015707,MG,BELO HORIZONTE,CARREFOUR COMERCIO E INDUSTRIA LTDA,CARREFOUR-SUPERNOSSO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2001-02-08
16638363000197,MG,BELO HORIZONTE,COMERCIAL NUNES LTDA,,EMPRESA DE PEQUENO PORTE,"Lanchonetes, casas de chá, de sucos e similares",1973-05-22
2282339000153,MG,BELO HORIZONTE,DELRUAN LTDA,,MICRO EMPRESA,Restaurantes e similares,1997-08-14
25362955000110,MG,BELO HORIZONTE,DIFERENCIAL COMERCIO LTDA,POSTO NIQUELINA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1988-09-28
15011969000135,MG,TAIOBEIRAS,FREITAS SANTOS HOTEL LTDA,AVENIDA HOTEL,MICRO EMPRESA,Hotéis,2012-02-07
4399544000129,MG,BELO HORIZONTE,GNV SETE BELO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-04-20
9367604000579,MG,MONTES CLAROS,LARA LUIZA TEIXEIRA FREITAS,OSCAR GOLD,MICRO EMPRESA,Hotéis,2020-06-29
34903901000105,MG,CONTAGEM,POSTO ALMADA & ABREU COMERCIO DE COMBUSTIVEL LTDA,NAO TEM,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2019-09-18
35721974000149,MG,BELO HORIZONTE,POSTO FLORESTA LTDA.,POSTO NORTESUL FLORESTA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-12-06
16682296000108,MG,BELO HORIZONTE,POSTO GLORIA LIMITADA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1973-11-26
17365867000143,MG,BELO HORIZONTE,POSTO QUICK LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1969-03-31
7452257000123,MG,ITATIAIUCU,RESTAURANTE E LANCHONETE RODOCHAVES LTDA,,MICRO EMPRESA,Comércio varejista de bebidas,2005-06-15
27391243000154,MG,MONTES CLAROS,HOTEL SOUL FLATS LTDA,SOUL FLATS,EMPRESA DE PEQUENO PORTE,Hotéis,2017-03-27
11824567000280,MG,MONTES CLAROS,SUCESSO ADMINISTRACAO E PARTICIPACAO HOTELEIRA SA,,DEMAIS,Hotéis,2010-09-27
17895646000187,SP,OSASCO,UBER DO BRASIL TECNOLOGIA LTDA.,,DEMAIS,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",2013-04-09
28096400000161,SP,SAO PAULO,CICLANO LTDA.,,EMPRESA DE PEQUENO PORTE,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",2017-07-03
14410956000176,MG,BELO HORIZONTE,COMERCIAL F C EIRELI,,EMPRESA DE PEQUENO PORTE,Comércio atacadista de materiais de construção em geral,2011-09-30
17498163000300,MG,BELO HORIZONTE,DISTRIBUIDORA TRIANGULO LTDA,,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente,1981-11-04
34940764000189,DF,BRASILIA,CBT COMERCIO DE ALIMENTOS LTDA,CASA BAUDUCCO,EMPRESA DE PEQUENO PORTE,"Lanchonetes, casas de chá, de sucos e similares",2019-09-20
37457672000211,DF,BRASILIA,FRESH FOOD COMERCIO DE ALIMENTOS LTDA,,DEMAIS,Restaurantes e similares,2020-06-18
17314329005270,MG,CONFINS,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,,DEMAIS,Restaurantes e similares,2012-05-21
14387527000125,DF,BRASILIA,LAGO PRODUTOS ALIMENTICIOS LTDA,VITORIA PANIFICADORA,DEMAIS,Padaria e confeitaria com predominância de revenda,2011-09-16
19676969000105,MG,JOAQUIM FELICIO,POSTO DA RAMPA LTDA,POSTO DA RAMPA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2014-02-07
12927274000100,MG,BELO HORIZONTE,POSTO ITATIAIA LTDA,POSTO ITATIAIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2010-11-25
27694324000123,MG,BELO HORIZONTE,LAGOINHA ADMINISTRACAO LTDA,,DEMAIS,Serviços combinados de escritório e apoio administrativo,2017-05-10
8401243000143,MG,BELO HORIZONTE,POSTO OCEANO LTDA,POSTO PICA PAU II,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-10-31
26994169000106,PR,CURITIBA,DENISE NEVES DE OLIVEIRA TERSI 03749145911,AUTLAND MICROSOCIAL MARKETING DIGITAL,MICRO EMPRESA,"Serviços de organização de feiras, congressos, exposições e festas",2017-01-31
2346253000147,MG,UBERABA,EMC - EMPRESA MINEIRA DE COMUNICACAO LTDA,EMC EMPRESA MINEIRA DE COMUNICACAO,MICRO EMPRESA,Impressão de material para uso publicitário,1998-01-28
12495240000193,DF,BRASILIA,BAR E RESTAURANTE TIA ZELIA LTDA,RESTAURANTE TIA ZELIA,MICRO EMPRESA,Restaurantes e similares,2010-09-06
35684346000211,DF,BRASILIA,CORONEL MOSTARDA RESTAURANTE EIRELI,SEU JAMBU,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,2020-06-03
24615519000142,MG,BELO HORIZONTE,E. D. GARCIA RESTAURANTE E SIMILARES LTDA,SABOREANDO RESTAURANTE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",2016-04-18
16854119000161,MG,OLIVEIRA,PETROLIVA LIMITADA,PETROLIVA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-08-09
9489996000115,MG,MONTES CLAROS,AUTO POSTO AMANDA E JULIA LTDA,AUTO POSTO TRES PODERES,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-03-03
65126500000110,MG,BELO HORIZONTE,COMERCIAL FERREIRA RODRIGUES - EIRELI,,EMPRESA DE PEQUENO PORTE,Restaurantes e similares,1990-12-26
26351098000115,MG,UNAI,EVANDO BRANQUINHO DE OLIVEIRA,VERMONT PLAZA HOTEL,MICRO EMPRESA,Hotéis,1990-01-25
7874051000191,MG,CAMPOS ALTOS,HOTEL SAO JOSE LTDA,HOTEL SAO JOSE,EMPRESA DE PEQUENO PORTE,Hotéis,2006-03-09
4997568000180,MG,SAO FRANCISCO,HOTEL SUPREMO LTDA,HOTEL SUPREMO,MICRO EMPRESA,Hotéis,2002-03-25
1357439000139,MG,BRASILANDIA DE MINAS,ILMA PIRES DE SIQUEIRA RESENDE,HOTEL E RESTAURANTE SIQUEIRA,MICRO EMPRESA,Hotéis,1996-08-09
